node_id,type,value,time
1,F,b'67.30',1772096729.457567
1,H,b'36.06',1772096729.459039
1,P,b'29.52',1772096729.459913
1,F,b'67.28',1772096729.562611
1,H,b'36.06',1772096729.564057
1,P,b'29.52',1772096729.564919
1,F,b'67.30',1772096729.661972
1,H,b'36.06',1772096729.663384
1,P,b'29.53',1772096729.664282
1,F,b'67.32',1772096729.762713
1,H,b'36.05',1772096729.764146
1,P,b'29.52',1772096729.764951
1,F,b'67.30',1772096729.863322
1,H,b'36.07',1772096729.86471
1,P,b'29.52',1772096729.865485
1,F,b'67.30',1772096729.963622
1,H,b'36.05',1772096729.965133
1,P,b'29.52',1772096729.96596
1,F,b'67.30',1772096730.064224
1,H,b'36.05',1772096730.065687
1,P,b'29.52',1772096730.06655
1,F,b'67.28',1772096730.171156
1,H,b'36.04',1772096730.172571
1,P,b'29.52',1772096730.173357
1,F,b'67.30',1772096730.268898
1,H,b'36.05',1772096730.270351
1,P,b'29.53',1772096730.271243
1,F,b'67.28',1772096730.370255
1,H,b'36.07',1772096730.371845
1,P,b'29.53',1772096730.372769
1,F,b'67.28',1772096730.470184
1,H,b'36.07',1772096730.471772
1,P,b'29.52',1772096730.472697
1,F,b'67.30',1772096730.57202
1,H,b'36.05',1772096730.573521
1,P,b'29.53',1772096730.574431
1,F,b'67.30',1772096730.672671
1,H,b'36.05',1772096730.674164
1,P,b'29.53',1772096730.675091
1,F,b'67.30',1772096730.77228
1,H,b'36.06',1772096730.773767
1,P,b'29.52',1772096730.774631
1,F,b'67.30',1772096730.879538
1,H,b'36.05',1772096730.881298
1,P,b'29.52',1772096730.88228
1,F,b'67.30',1772096730.977656
1,H,b'36.05',1772096730.979181
1,P,b'29.52',1772096730.980156
1,F,b'67.30',1772096731.079953
1,H,b'36.06',1772096731.081471
1,P,b'29.52',1772096731.082699
1,F,b'67.28',1772096731.244871
1,H,b'36.06',1772096731.246629
1,P,b'29.53',1772096731.247526
1,F,b'67.28',1772096731.344354
1,H,b'36.06',1772096731.345829
1,P,b'29.53',1772096731.346734
1,F,b'67.28',1772096731.442619
1,H,b'36.06',1772096731.444068
1,P,b'29.52',1772096731.445028
1,F,b'67.30',1772096731.544399
1,H,b'36.06',1772096731.546011
1,P,b'29.52',1772096731.546949
1,F,b'67.30',1772096731.645051
1,H,b'36.07',1772096731.646557
1,P,b'29.53',1772096731.647386
1,F,b'67.32',1772096731.74652
1,H,b'36.05',1772096731.747949
1,P,b'29.53',1772096731.748762
1,F,b'67.30',1772096731.847863
1,H,b'36.06',1772096731.849283
1,P,b'29.53',1772096731.850182
1,F,b'67.30',1772096731.966671
1,H,b'36.04',1772096731.968157
1,P,b'29.52',1772096731.968973
1,F,b'67.30',1772096732.132665
1,H,b'36.05',1772096732.134059
1,P,b'29.52',1772096732.134908
1,F,b'67.30',1772096732.167094
1,H,b'36.06',1772096732.168532
1,P,b'29.52',1772096732.169437
1,F,b'67.28',1772096732.252916
1,H,b'36.05',1772096732.254445
1,P,b'29.53',1772096732.25532
1,F,b'67.30',1772096732.476736
1,H,b'36.06',1772096732.478237
1,P,b'29.53',1772096732.479163
1,F,b'67.30',1772096732.482035
1,H,b'36.04',1772096732.482963
1,P,b'29.52',1772096732.48378
1,F,b'67.28',1772096732.585961
1,H,b'36.06',1772096732.587393
1,P,b'29.52',1772096732.588329
1,F,b'67.30',1772096732.664002
1,H,b'36.04',1772096732.665394
1,P,b'29.52',1772096732.666271
1,F,b'67.32',1772096732.771824
1,H,b'36.04',1772096732.773221
1,P,b'29.52',1772096732.774119
1,F,b'67.32',1772096732.871504
1,H,b'36.05',1772096732.872885
1,P,b'29.52',1772096732.873739
1,F,b'67.32',1772096732.975204
1,H,b'36.05',1772096732.976674
1,P,b'29.53',1772096732.977481
1,F,b'67.30',1772096733.085844
1,H,b'36.05',1772096733.087219
1,P,b'29.53',1772096733.088074
1,F,b'67.32',1772096733.19365
1,H,b'36.04',1772096733.195087
1,P,b'29.52',1772096733.19598
1,F,b'67.30',1772096733.350891
1,H,b'36.05',1772096733.352223
1,P,b'29.53',1772096733.352999
1,F,b'67.30',1772096733.461112
1,H,b'36.05',1772096733.462477
1,P,b'29.52',1772096733.463349
1,F,b'67.28',1772096733.560332
1,H,b'36.07',1772096733.561823
1,P,b'29.52',1772096733.562748
1,F,b'67.30',1772096733.660088
1,H,b'36.06',1772096733.661478
1,P,b'29.52',1772096733.662387
1,F,b'67.30',1772096733.762213
1,H,b'36.05',1772096733.76365
1,P,b'29.52',1772096733.764512
1,F,b'67.32',1772096733.862571
1,H,b'36.06',1772096733.896488
1,P,b'29.52',1772096733.897793
1,F,b'67.32',1772096733.967776
1,H,b'36.04',1772096733.969142
1,P,b'29.53',1772096733.970031
1,F,b'67.30',1772096734.071895
1,H,b'36.05',1772096734.073361
1,P,b'29.53',1772096734.074256
1,F,b'67.32',1772096734.169134
1,H,b'36.05',1772096734.171076
1,P,b'29.52',1772096734.172086
1,F,b'67.30',1772096734.269319
1,H,b'36.05',1772096734.270933
1,P,b'29.53',1772096734.271913
1,F,b'67.30',1772096734.398567
1,H,b'36.05',1772096734.400779
1,P,b'29.52',1772096734.402282
1,F,b'67.32',1772096734.476459
1,H,b'36.06',1772096734.478217
1,P,b'29.52',1772096734.479512
1,F,b'67.32',1772096734.576931
1,H,b'36.04',1772096734.578636
1,P,b'29.52',1772096734.579698
1,F,b'67.30',1772096734.68011
1,H,b'36.05',1772096734.681771
1,P,b'29.52',1772096734.682721
1,F,b'67.30',1772096734.78038
1,H,b'36.06',1772096734.781909
1,P,b'29.52',1772096734.782837
1,F,b'67.28',1772096734.880914
1,H,b'36.06',1772096734.88252
1,P,b'29.52',1772096734.883392
1,F,b'67.30',1772096734.982214
1,H,b'36.04',1772096734.983857
1,P,b'29.52',1772096734.985098
1,F,b'67.32',1772096735.085627
1,H,b'36.05',1772096735.08747
1,P,b'29.52',1772096735.088827
1,F,b'67.28',1772096735.189757
1,H,b'36.04',1772096735.191328
1,P,b'29.52',1772096735.192306
1,F,b'67.30',1772096735.355105
1,H,b'36.05',1772096735.356661
1,P,b'29.52',1772096735.357604
1,F,b'67.28',1772096735.457192
1,H,b'36.06',1772096735.458672
1,P,b'29.52',1772096735.459542
1,F,b'67.32',1772096735.558462
1,H,b'36.04',1772096735.560121
1,P,b'29.52',1772096735.560997
1,F,b'67.30',1772096735.658279
1,H,b'36.05',1772096735.863874
1,P,b'29.52',1772096735.865307
1,F,b'67.30',1772096735.867641
1,H,b'36.03',1772096735.868333
1,P,b'29.52',1772096735.869025
1,F,b'67.30',1772096735.871126
1,H,b'36.05',1772096735.871793
1,P,b'29.52',1772096735.872513
1,F,b'67.30',1772096736.068539
1,H,b'36.04',1772096736.070006
1,P,b'29.52',1772096736.070862
1,F,b'67.30',1772096736.073222
1,H,b'36.05',1772096736.074019
1,P,b'29.52',1772096736.074795
1,F,b'67.30',1772096736.170581
1,H,b'36.06',1772096736.171959
1,P,b'29.52',1772096736.172763
1,F,b'67.32',1772096736.276723
1,H,b'36.05',1772096736.278031
1,P,b'29.52',1772096736.278781
1,F,b'67.30',1772096736.377578
1,H,b'36.04',1772096736.378924
1,P,b'29.52',1772096736.379802
1,F,b'67.30',1772096736.47628
1,H,b'36.05',1772096736.511306
1,P,b'29.52',1772096736.512643
1,F,b'67.30',1772096736.580054
1,H,b'36.04',1772096736.581385
1,P,b'29.52',1772096736.582237
1,F,b'67.28',1772096736.680588
1,H,b'36.05',1772096736.682224
1,P,b'29.52',1772096736.68314
1,F,b'67.30',1772096736.782299
1,H,b'36.05',1772096736.783838
1,P,b'29.52',1772096736.784834
1,F,b'67.30',1772096736.884589
1,H,b'36.05',1772096736.886127
1,P,b'29.52',1772096736.887162
1,F,b'67.30',1772096736.990816
1,H,b'36.04',1772096736.992548
1,P,b'29.52',1772096736.993593
1,F,b'67.28',1772096737.086895
1,H,b'36.06',1772096737.08899
1,P,b'29.52',1772096737.090151
1,F,b'67.30',1772096737.188081
1,H,b'36.04',1772096737.189689
1,P,b'29.52',1772096737.190759
1,F,b'67.30',1772096737.354002
1,H,b'36.05',1772096737.355772
1,P,b'29.52',1772096737.356829
1,F,b'67.30',1772096737.454605
1,H,b'36.04',1772096737.456151
1,P,b'29.52',1772096737.457106
1,F,b'67.30',1772096737.558806
1,H,b'36.04',1772096737.594511
1,P,b'29.52',1772096737.59593
1,F,b'67.28',1772096737.664515
1,H,b'36.06',1772096737.666043
1,P,b'29.52',1772096737.667035
1,F,b'67.30',1772096737.765285
1,H,b'36.06',1772096737.766691
1,P,b'29.52',1772096737.767491
1,F,b'67.30',1772096737.865995
1,H,b'36.05',1772096737.867541
1,P,b'29.53',1772096737.868487
1,F,b'67.28',1772096737.967667
1,H,b'36.06',1772096737.969064
1,P,b'29.52',1772096737.969995
1,F,b'67.28',1772096738.068401
1,H,b'36.06',1772096738.069983
1,P,b'29.52',1772096738.070923
1,F,b'67.24',1772096738.170584
1,H,b'36.06',1772096738.171909
1,P,b'29.52',1772096738.172704
1,F,b'67.28',1772096738.272186
1,H,b'36.05',1772096738.273564
1,P,b'29.52',1772096738.274354
1,F,b'67.30',1772096738.372545
1,H,b'36.05',1772096738.373894
1,P,b'29.52',1772096738.374688
1,F,b'67.28',1772096738.475312
1,H,b'36.05',1772096738.476851
1,P,b'29.52',1772096738.477747
1,F,b'67.32',1772096738.574473
1,H,b'36.06',1772096738.57583
1,P,b'29.52',1772096738.576649
1,F,b'67.32',1772096738.675671
1,H,b'36.05',1772096738.677196
1,P,b'29.53',1772096738.678214
1,F,b'67.30',1772096738.776985
1,H,b'36.06',1772096738.77934
1,P,b'29.52',1772096738.780847
1,F,b'67.30',1772096738.877114
1,H,b'36.06',1772096738.878621
1,P,b'29.52',1772096738.879496
1,F,b'67.30',1772096738.980305
1,H,b'36.04',1772096738.981846
1,P,b'29.52',1772096738.982775
1,F,b'67.30',1772096739.281554
1,H,b'36.04',1772096739.283
1,P,b'29.52',1772096739.283881
1,F,b'67.32',1772096739.286222
1,H,b'36.04',1772096739.287025
1,P,b'29.52',1772096739.287753
1,F,b'67.32',1772096739.446216
1,H,b'36.04',1772096739.447635
1,P,b'29.52',1772096739.448444
1,F,b'67.30',1772096739.450977
1,H,b'36.04',1772096739.451885
1,P,b'29.52',1772096739.452712
1,F,b'67.30',1772096739.545529
1,H,b'36.06',1772096739.580665
1,P,b'29.52',1772096739.582132
1,F,b'67.30',1772096739.650164
1,H,b'36.05',1772096739.65173
1,P,b'29.53',1772096739.652673
1,F,b'67.30',1772096739.750403
1,H,b'36.05',1772096739.751874
1,P,b'29.52',1772096739.752747
1,F,b'67.28',1772096739.851515
1,H,b'36.03',1772096739.852939
1,P,b'29.52',1772096739.853738
1,F,b'67.30',1772096739.951805
1,H,b'36.03',1772096739.953287
1,P,b'29.52',1772096739.954214
1,F,b'67.30',1772096740.053011
1,H,b'36.05',1772096740.054592
1,P,b'29.52',1772096740.055505
1,F,b'67.32',1772096740.15412
1,H,b'36.05',1772096740.155556
1,P,b'29.52',1772096740.156378
1,F,b'67.32',1772096740.253359
1,H,b'36.04',1772096740.255277
1,P,b'29.52',1772096740.256567
1,F,b'67.32',1772096740.356562
1,H,b'36.04',1772096740.3581
1,P,b'29.53',1772096740.3591
1,F,b'67.32',1772096740.456798
1,H,b'36.04',1772096740.458343
1,P,b'29.53',1772096740.459271
1,F,b'67.30',1772096740.554919
1,H,b'36.04',1772096740.556502
1,P,b'29.52',1772096740.55738
1,F,b'67.30',1772096740.658107
1,H,b'36.03',1772096740.659814
1,P,b'29.52',1772096740.66095
1,F,b'67.30',1772096740.757895
1,H,b'36.04',1772096740.759263
1,P,b'29.53',1772096740.760135
1,F,b'67.30',1772096740.860637
1,H,b'36.05',1772096740.862246
1,P,b'29.52',1772096740.863198
1,F,b'67.30',1772096740.96114
1,H,b'36.04',1772096740.962644
1,P,b'29.52',1772096740.963523
1,F,b'67.30',1772096741.062467
1,H,b'36.02',1772096741.064064
1,P,b'29.53',1772096741.065
1,F,b'67.30',1772096741.163259
1,H,b'36.06',1772096741.164712
1,P,b'29.52',1772096741.165491
1,F,b'67.30',1772096741.265546
1,H,b'36.04',1772096741.267074
1,P,b'29.52',1772096741.267989
1,F,b'67.32',1772096741.366038
1,H,b'36.03',1772096741.367664
1,P,b'29.52',1772096741.368601
1,F,b'67.30',1772096741.468855
1,H,b'36.04',1772096741.470376
1,P,b'29.52',1772096741.471296
1,F,b'67.32',1772096741.657083
1,H,b'36.03',1772096741.92059
1,P,b'29.52',1772096741.922008
1,F,b'67.28',1772096741.924425
1,H,b'36.05',1772096741.92519
1,P,b'29.52',1772096741.925971
1,F,b'67.32',1772096741.928296
1,H,b'36.04',1772096741.928995
1,P,b'29.52',1772096741.929695
1,F,b'67.32',1772096741.962647
1,H,b'36.04',1772096741.96391
1,P,b'29.53',1772096741.9647
1,F,b'67.30',1772096742.043801
1,H,b'36.02',1772096742.045201
1,P,b'29.52',1772096742.046025
1,F,b'67.30',1772096742.170637
1,H,b'36.05',1772096742.172277
1,P,b'29.53',1772096742.173285
1,F,b'67.30',1772096742.245786
1,H,b'36.02',1772096742.247302
1,P,b'29.52',1772096742.24825
1,F,b'67.30',1772096742.344025
1,H,b'36.04',1772096742.446131
1,P,b'29.53',1772096742.447488
1,F,b'67.30',1772096742.449827
1,H,b'36.04',1772096742.450595
1,P,b'29.52',1772096742.451292
1,F,b'67.28',1772096742.549341
1,H,b'36.05',1772096742.550747
1,P,b'29.52',1772096742.551552
1,F,b'67.32',1772096742.652087
1,H,b'36.04',1772096742.653542
1,P,b'29.52',1772096742.654397
1,F,b'67.32',1772096742.752805
1,H,b'36.04',1772096742.754214
1,P,b'29.52',1772096742.755039
1,F,b'67.30',1772096742.855073
1,H,b'36.04',1772096742.856493
1,P,b'29.53',1772096742.857261
1,F,b'67.30',1772096742.966687
1,H,b'36.04',1772096742.968183
1,P,b'29.52',1772096742.969032
1,F,b'67.30',1772096743.053975
1,H,b'36.04',1772096743.055388
1,P,b'29.53',1772096743.056278
1,F,b'67.32',1772096743.156583
1,H,b'36.04',1772096743.157906
1,P,b'29.52',1772096743.158819
1,F,b'67.32',1772096743.256711
1,H,b'36.05',1772096743.258115
1,P,b'29.52',1772096743.258911
1,F,b'67.32',1772096743.360447
1,H,b'36.03',1772096743.36183
1,P,b'29.52',1772096743.362636
1,F,b'67.28',1772096743.462275
1,H,b'36.04',1772096743.463851
1,P,b'29.53',1772096743.464724
1,F,b'67.32',1772096743.623536
1,H,b'36.04',1772096743.625029
1,P,b'29.53',1772096743.625888
1,F,b'67.32',1772096743.721266
1,H,b'36.03',1772096743.722662
1,P,b'29.52',1772096743.723556
1,F,b'67.32',1772096743.834068
1,H,b'36.04',1772096743.835601
1,P,b'29.52',1772096743.836494
1,F,b'67.32',1772096743.92638
1,H,b'36.03',1772096743.927794
1,P,b'29.52',1772096743.928579
1,F,b'67.30',1772096744.030308
1,H,b'36.03',1772096744.03177
1,P,b'29.53',1772096744.032694
1,F,b'67.30',1772096744.125677
1,H,b'36.02',1772096744.127159
1,P,b'29.52',1772096744.128076
1,F,b'67.30',1772096744.227751
1,H,b'36.04',1772096744.229243
1,P,b'29.52',1772096744.230192
1,F,b'67.30',1772096744.328974
1,H,b'36.04',1772096744.330479
1,P,b'29.53',1772096744.331303
1,F,b'67.30',1772096744.429712
1,H,b'36.03',1772096744.431103
1,P,b'29.52',1772096744.431894
1,F,b'67.32',1772096744.52888
1,H,b'36.04',1772096744.563579
1,P,b'29.52',1772096744.565024
1,F,b'67.32',1772096744.633158
1,H,b'36.03',1772096744.634594
1,P,b'29.53',1772096744.635522
1,F,b'67.30',1772096744.733012
1,H,b'36.03',1772096744.768877
1,P,b'29.53',1772096744.77047
1,F,b'67.30',1772096744.838465
1,H,b'36.03',1772096744.839972
1,P,b'29.52',1772096744.840848
1,F,b'67.30',1772096744.938192
1,H,b'36.05',1772096744.939597
1,P,b'29.52',1772096744.940566
1,F,b'67.32',1772096745.03947
1,H,b'36.04',1772096745.041195
1,P,b'29.52',1772096745.042148
1,F,b'67.32',1772096745.140582
1,H,b'36.03',1772096745.142214
1,P,b'29.52',1772096745.145594
1,F,b'67.30',1772096745.241299
1,H,b'36.04',1772096745.242768
1,P,b'29.53',1772096745.243649
1,F,b'67.30',1772096745.346999
1,H,b'36.04',1772096745.381043
1,P,b'29.53',1772096745.382369
1,F,b'67.30',1772096745.451316
1,H,b'36.02',1772096745.452903
1,P,b'29.52',1772096745.453747
1,F,b'67.33',1772096745.551896
1,H,b'36.03',1772096745.553281
1,P,b'29.52',1772096745.554072
1,F,b'67.30',1772096745.724299
1,H,b'36.05',1772096745.75881
1,P,b'29.52',1772096745.760291
1,F,b'67.30',1772096745.83394
1,H,b'36.04',1772096745.835386
1,P,b'29.52',1772096745.836185
1,F,b'67.30',1772096745.936704
1,H,b'36.03',1772096745.938053
1,P,b'29.52',1772096745.938834
1,F,b'67.28',1772096746.039476
1,H,b'36.05',1772096746.040886
1,P,b'29.52',1772096746.041721
1,F,b'67.30',1772096746.132753
1,H,b'36.04',1772096746.134133
1,P,b'29.52',1772096746.134961
1,F,b'67.30',1772096746.246769
1,H,b'36.03',1772096746.248196
1,P,b'29.52',1772096746.249
1,F,b'67.30',1772096746.345462
1,H,b'36.04',1772096746.346902
1,P,b'29.52',1772096746.347743
1,F,b'67.30',1772096746.446697
1,H,b'36.02',1772096746.448165
1,P,b'29.52',1772096746.449052
1,F,b'67.30',1772096746.557876
1,H,b'36.04',1772096746.559343
1,P,b'29.52',1772096746.560228
1,F,b'67.30',1772096746.64904
1,H,b'36.03',1772096746.650503
1,P,b'29.53',1772096746.651313
1,F,b'67.32',1772096746.797638
1,H,b'36.04',1772096746.799037
1,P,b'29.52',1772096746.799874
1,F,b'67.32',1772096746.866045
1,H,b'36.04',1772096746.867399
1,P,b'29.52',1772096746.868241
1,F,b'67.26',1772096746.952609
1,H,b'36.03',1772096746.953931
1,P,b'29.53',1772096746.954703
1,F,b'67.30',1772096747.054598
1,H,b'36.04',1772096747.056185
1,P,b'29.52',1772096747.056959
1,F,b'67.32',1772096747.155607
1,H,b'36.03',1772096747.15893
1,P,b'29.53',1772096747.159754
1,F,b'67.30',1772096747.258739
1,H,b'36.03',1772096747.260087
1,P,b'29.52',1772096747.260889
1,F,b'67.32',1772096747.360114
1,H,b'36.03',1772096747.361686
1,P,b'29.52',1772096747.362485
1,F,b'67.32',1772096747.456718
1,H,b'36.05',1772096747.458165
1,P,b'29.53',1772096747.4591
1,F,b'67.32',1772096747.564471
1,H,b'36.04',1772096747.565881
1,P,b'29.52',1772096747.566733
1,F,b'67.32',1772096747.723325
1,H,b'36.04',1772096747.724767
1,P,b'29.52',1772096747.72558
1,F,b'67.32',1772096747.843077
1,H,b'36.04',1772096747.84458
1,P,b'29.52',1772096747.845471
1,F,b'67.30',1772096747.928227
1,H,b'36.04',1772096747.929552
1,P,b'29.52',1772096747.93035
1,F,b'67.32',1772096748.026444
1,H,b'36.04',1772096748.027707
1,P,b'29.52',1772096748.02847
1,F,b'67.32',1772096748.129551
1,H,b'36.02',1772096748.131027
1,P,b'29.52',1772096748.132169
1,F,b'67.32',1772096748.228304
1,H,b'36.04',1772096748.229628
1,P,b'29.52',1772096748.230453
1,F,b'67.32',1772096748.329436
1,H,b'36.04',1772096748.330809
1,P,b'29.52',1772096748.331601
1,F,b'67.32',1772096748.438231
1,H,b'36.03',1772096748.534676
1,P,b'29.52',1772096748.535963
1,F,b'67.30',1772096748.538175
1,H,b'36.04',1772096748.538881
1,P,b'29.52',1772096748.539582
1,F,b'67.32',1772096748.637563
1,H,b'36.04',1772096748.639117
1,P,b'29.52',1772096748.639992
1,F,b'67.32',1772096748.733866
1,H,b'36.03',1772096748.735451
1,P,b'29.53',1772096748.736348
1,F,b'67.30',1772096748.834391
1,H,b'36.04',1772096748.868517
1,P,b'29.52',1772096748.869921
1,F,b'67.30',1772096748.938268
1,H,b'36.04',1772096748.939989
1,P,b'29.52',1772096748.94097
1,F,b'67.30',1772096749.038684
1,H,b'36.02',1772096749.141123
1,P,b'29.53',1772096749.142748
1,F,b'67.30',1772096749.145924
1,H,b'36.02',1772096749.146813
1,P,b'29.53',1772096749.147646
1,F,b'67.30',1772096749.240716
1,H,b'36.04',1772096749.24207
1,P,b'29.53',1772096749.242923
1,F,b'67.32',1772096749.338956
1,H,b'36.04',1772096749.373998
1,P,b'29.52',1772096749.375283
1,F,b'67.32',1772096749.443789
1,H,b'36.05',1772096749.445106
1,P,b'29.52',1772096749.445891
1,F,b'67.32',1772096749.544821
1,H,b'36.03',1772096749.546113
1,P,b'29.52',1772096749.546914
1,F,b'67.33',1772096749.645553
1,H,b'36.05',1772096749.680601
1,P,b'29.52',1772096749.681841
1,F,b'67.30',1772096749.947654
1,H,b'36.04',1772096749.949175
1,P,b'29.53',1772096749.950177
1,F,b'67.32',1772096750.033939
1,H,b'36.03',1772096750.03548
1,P,b'29.52',1772096750.036384
1,F,b'67.32',1772096750.038888
1,H,b'36.04',1772096750.039643
1,P,b'29.52',1772096750.040466
1,F,b'67.30',1772096750.126701
1,H,b'36.05',1772096750.128029
1,P,b'29.52',1772096750.128822
1,F,b'67.32',1772096750.228296
1,H,b'36.04',1772096750.22985
1,P,b'29.53',1772096750.230652
1,F,b'67.32',1772096750.330483
1,H,b'36.04',1772096750.332031
1,P,b'29.52',1772096750.332875
1,F,b'67.30',1772096750.432643
1,H,b'36.03',1772096750.434241
1,P,b'29.52',1772096750.435201
1,F,b'67.32',1772096750.534103
1,H,b'36.01',1772096750.535474
1,P,b'29.52',1772096750.536274
1,F,b'67.32',1772096750.634228
1,H,b'36.03',1772096750.635604
1,P,b'29.53',1772096750.636433
1,F,b'67.32',1772096750.89472
1,H,b'36.03',1772096750.89621
1,P,b'29.52',1772096750.897101
1,F,b'67.28',1772096750.93877
1,H,b'36.06',1772096750.940051
1,P,b'29.52',1772096750.940867
1,F,b'67.32',1772096750.943531
1,H,b'36.04',1772096750.944282
1,P,b'29.52',1772096750.94501
1,F,b'67.32',1772096751.040379
1,H,b'36.04',1772096751.041848
1,P,b'29.52',1772096751.04285
1,F,b'67.32',1772096751.138782
1,H,b'36.04',1772096751.140326
1,P,b'29.52',1772096751.141338
1,F,b'67.32',1772096751.244827
1,H,b'36.03',1772096751.246353
1,P,b'29.52',1772096751.247336
1,F,b'67.32',1772096751.346978
1,H,b'36.04',1772096751.348485
1,P,b'29.52',1772096751.349374
1,F,b'67.32',1772096751.439192
1,H,b'36.03',1772096751.440668
1,P,b'29.53',1772096751.441517
1,F,b'67.33',1772096751.539481
1,H,b'36.04',1772096751.540911
1,P,b'29.52',1772096751.541758
1,F,b'67.33',1772096751.690248
1,H,b'36.02',1772096751.691776
1,P,b'29.52',1772096751.69263
1,F,b'67.30',1772096751.742758
1,H,b'36.02',1772096751.744174
1,P,b'29.53',1772096751.74519
1,F,b'67.32',1772096751.907298
1,H,b'36.04',1772096751.908916
1,P,b'29.53',1772096751.909892
1,F,b'67.32',1772096752.007325
1,H,b'36.04',1772096752.008808
1,P,b'29.52',1772096752.00968
1,F,b'67.30',1772096752.106595
1,H,b'36.03',1772096752.108048
1,P,b'29.52',1772096752.108915
1,F,b'67.28',1772096752.208191
1,H,b'36.05',1772096752.209701
1,P,b'29.52',1772096752.210587
1,F,b'67.32',1772096752.309585
1,H,b'36.04',1772096752.311088
1,P,b'29.52',1772096752.311992
1,F,b'67.32',1772096752.409711
1,H,b'36.03',1772096752.411244
1,P,b'29.52',1772096752.412149
1,F,b'67.32',1772096752.508958
1,H,b'36.04',1772096752.544483
1,P,b'29.52',1772096752.545913
1,F,b'67.30',1772096752.615078
1,H,b'36.02',1772096752.616614
1,P,b'29.53',1772096752.617535
1,F,b'67.30',1772096752.716219
1,H,b'36.03',1772096752.717594
1,P,b'29.52',1772096752.718496
1,F,b'67.32',1772096752.818922
1,H,b'36.04',1772096752.918773
1,P,b'29.52',1772096752.920332
1,F,b'67.32',1772096752.923216
1,H,b'36.04',1772096752.924119
1,P,b'29.52',1772096752.924837
1,F,b'67.30',1772096753.018843
1,H,b'36.04',1772096753.055949
1,P,b'29.52',1772096753.057299
1,F,b'67.30',1772096753.125592
1,H,b'36.04',1772096753.126899
1,P,b'29.53',1772096753.127689
1,F,b'67.28',1772096753.225919
1,H,b'36.04',1772096753.227301
1,P,b'29.52',1772096753.228081
1,F,b'67.33',1772096753.326038
1,H,b'36.03',1772096753.327326
1,P,b'29.52',1772096753.32815
1,F,b'67.26',1772096753.425223
1,H,b'36.05',1772096753.461771
1,P,b'29.52',1772096753.463104
1,F,b'67.32',1772096753.533473
1,H,b'36.04',1772096753.53505
1,P,b'29.52',1772096753.535991
1,F,b'67.32',1772096753.634705
1,H,b'36.05',1772096753.636204
1,P,b'29.53',1772096753.63713
1,F,b'67.26',1772096753.737642
1,H,b'36.04',1772096753.739466
1,P,b'29.53',1772096753.740384
1,F,b'67.28',1772096753.987634
1,H,b'36.04',1772096753.989158
1,P,b'29.52',1772096753.990096
1,F,b'67.32',1772096754.237345
1,H,b'36.03',1772096754.238794
1,P,b'29.52',1772096754.23962
1,F,b'67.30',1772096754.241851
1,H,b'36.04',1772096754.242553
1,P,b'29.52',1772096754.243266
1,F,b'67.33',1772096754.245312
1,H,b'36.04',1772096754.245986
1,P,b'29.52',1772096754.246643
1,F,b'67.32',1772096754.336312
1,H,b'36.04',1772096754.33779
1,P,b'29.53',1772096754.338633
1,F,b'67.32',1772096754.443865
1,H,b'36.05',1772096754.445384
1,P,b'29.52',1772096754.446834
1,F,b'67.30',1772096754.544541
1,H,b'36.04',1772096754.545981
1,P,b'29.53',1772096754.546908
1,F,b'67.32',1772096754.640234
1,H,b'36.03',1772096754.641678
1,P,b'29.52',1772096754.64264
1,F,b'67.32',1772096754.909723
1,H,b'36.05',1772096754.911227
1,P,b'29.52',1772096754.912094
1,F,b'67.32',1772096755.046459
1,H,b'36.02',1772096755.047949
1,P,b'29.52',1772096755.048963
1,F,b'67.33',1772096755.051863
1,H,b'36.04',1772096755.052728
1,P,b'29.52',1772096755.053656
1,F,b'67.32',1772096755.056306
1,H,b'36.04',1772096755.057348
1,P,b'29.53',1772096755.058381
1,F,b'67.32',1772096755.206928
1,H,b'36.04',1772096755.208509
1,P,b'29.53',1772096755.209306
1,F,b'67.32',1772096755.341865
1,H,b'36.03',1772096755.343555
1,P,b'29.52',1772096755.344596
1,F,b'67.32',1772096755.347643
1,H,b'36.02',1772096755.348534
1,P,b'29.53',1772096755.349388
1,F,b'67.32',1772096755.452521
1,H,b'36.04',1772096755.454042
1,P,b'29.52',1772096755.454893
1,F,b'67.33',1772096755.546654
1,H,b'36.04',1772096755.548013
1,P,b'29.52',1772096755.548867
1,F,b'67.32',1772096755.657721
1,H,b'36.04',1772096755.659326
1,P,b'29.53',1772096755.660305
1,F,b'67.32',1772096755.852658
1,H,b'36.04',1772096755.854168
1,P,b'29.53',1772096755.854964
1,F,b'67.32',1772096755.857486
1,H,b'36.03',1772096755.858249
1,P,b'29.53',1772096755.859364
1,F,b'67.32',1772096756.012405
1,H,b'36.02',1772096756.013814
1,P,b'29.52',1772096756.014606
1,F,b'67.32',1772096756.112087
1,H,b'36.02',1772096756.113355
1,P,b'29.52',1772096756.114186
1,F,b'67.32',1772096756.222905
1,H,b'36.04',1772096756.224193
1,P,b'29.52',1772096756.224957
1,F,b'67.30',1772096756.317619
1,H,b'36.05',1772096756.318911
1,P,b'29.53',1772096756.319681
1,F,b'67.32',1772096756.496055
1,H,b'36.05',1772096756.497498
1,P,b'29.52',1772096756.498344
1,F,b'67.32',1772096756.533564
1,H,b'36.04',1772096756.534937
1,P,b'29.52',1772096756.535775
